"","cond","PPmale","PPfemale","PPdepta","PPdeptb","SSmale","SSfemale","SSdepta","SSdeptb","PPmean","SUmean","SWmean","PPSU","PPSW","PPSU2","PPSW2"
"1","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.6,2.200005700822,2.19989599058568,2.19989599058568,0.00835700389792445,0.00835700389792445,0.000109710236321898,0.000109710236321899
"2","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.7,2.19998430390743,2.19997609140971,2.1999773411817,0.00751741296980958,0.00754389387101679,8.2124977175091e-06,6.9627257268063e-06
"3","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.8,2.19996453576629,2.20002227058797,2.20002417199864,0.00678852452605951,0.00684839381414028,-5.77348216761087e-05,-5.96362323470145e-05
"4","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.9,2.20014353905227,2.20011845130998,2.20011819113911,0.00618821513078292,0.00633970309223668,2.5087742288513e-05,2.53479131581273e-05
"5","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.6,2.20005328161617,2.20001170082096,2.20000542106038,0.00806687969672114,0.00808315183757935,4.15807952124483e-05,4.78605557926517e-05
"6","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.7,2.19994616107312,2.19983872288036,2.19983872288036,0.00739227378494863,0.00739227378494863,0.000107438192758962,0.000107438192758962
"7","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.8,2.19998177953488,2.1998775032784,2.19988368787227,0.0065382640325504,0.00655578693423044,0.000104276256478192,9.80916626020279e-05
"8","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.9,2.19987598377163,2.1999214173418,2.19992002068418,0.00606137009421141,0.0061258252714656,-4.54335701745242e-05,-4.40369125506429e-05
"9","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.6,2.19998815225909,2.19994473407725,2.19991941291056,0.00793462694993515,0.00802825502673921,4.34181818333886e-05,6.87393485261893e-05
"10","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.7,2.19997029048695,2.19992439875929,2.19991600474332,0.00709521789673859,0.00710844913719523,4.58917276589522e-05,5.42857436261532e-05
"11","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.8,2.20014460706764,2.20024766747913,2.20024766747913,0.0064564777105507,0.0064564777105507,-0.000103060411486518,-0.000103060411486518
"12","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.9,2.19993340291388,2.19996107922247,2.1999606997118,0.00589779930901593,0.00591547034384911,-2.76763085834517e-05,-2.72967979163143e-05
"13","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.6,2.20007519835099,2.20027376701347,2.20025643043674,0.00775189106210578,0.00790709700982009,-0.00019856866248423,-0.000181232085759071
"14","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.7,2.20009554250617,2.20023146588574,2.20023859181012,0.00704308359543324,0.00710280604810777,-0.000135923379571472,-0.000143049303957837
"15","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.8,2.19998658787803,2.20009085005167,2.20009870458585,0.00642091226730241,0.00643928483228116,-0.000104262173647669,-0.000112116707828138
"16","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.9,2.19997468767071,2.19994324392208,2.19994324392208,0.00573582941589248,0.00573582941589248,3.14437486331758e-05,3.14437486331701e-05
"17","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.6,2.19992846717992,2.17639593721245,2.19992375901075,0.0235780043469946,0.00756418526026909,0.0235325299674729,4.70816917406598e-06
"18","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.7,2.20012326603092,2.17663325837142,2.20016210197927,0.0235034355495999,0.00681135273943036,0.0234900076594936,-3.88359483509234e-05
"19","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.8,2.19995536335223,2.17637310479488,2.19989592781075,0.0235854265421419,0.00618425389113522,0.0235822585573478,5.94355414849636e-05
"20","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.9,2.20006273960566,2.17662590815467,2.20017165369041,0.0234375470437861,0.00557428696722264,0.0234368314509806,-0.000108914084751271
"21","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.6,2.20008272195791,2.17640992597581,2.19994511623511,0.0237117649943244,0.00734709752633987,0.0236727959821008,0.000137605722805309
"22","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.7,2.20004179710472,2.17649693037753,2.20002159353683,0.0235587646048952,0.00661782319143984,0.0235448667271859,2.02035678867432e-05
"23","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.8,2.19989291544224,2.176386485191,2.19991553020865,0.0235094467883771,0.00594059880228607,0.0235064302512408,-2.26147664131717e-05
"24","norm_norm_pos_pos",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.9,2.19991600064487,2.176372895804,2.19988408046831,0.0235446121022958,0.00537673536240055,0.0235431048408639,3.19201765564718e-05
