"","cond","PPmale","PPfemale","PPdepta","PPdeptb","SSmale","SSfemale","SSdepta","SSdeptb","PPmean","SUmean","SWmean","PPSU","PPSW","PPSU2","PPSW2"
"1","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.6,3.64002445217647,3.63991156625488,3.63991156625488,0.00833507144909402,0.00833507144909401,0.000112885921597846,0.000112885921597849
"2","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.7,3.64009008962052,3.65892191514724,3.64009573562645,0.0190166504620853,0.0077001749839726,-0.018831825526713,-5.64600592912635e-06
"3","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.8,3.63978399297187,3.67336205366788,3.63966871058949,0.0335780606960068,0.00697437195175783,-0.0335780606960068,0.000115282382380126
"4","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.6,0.9,3.64012293769307,3.68570256245555,3.63999247726887,0.0455796247624776,0.00646381953129666,-0.0455796247624776,0.000130460424195809
"5","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.6,3.64005330754775,3.61939843502066,3.64003601562877,0.0208013551036295,0.00822731207498082,0.0206548725270867,1.72919189782498e-05
"6","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.7,3.64011031696548,3.64012695394849,3.64012695394849,0.00745993489612319,0.00745993489612319,-1.66369830072942e-05,-1.66369830072909e-05
"7","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.8,3.63996096027748,3.65643226530798,3.6400132590799,0.0166457470307117,0.00677243603200807,-0.0164713050305011,-5.22988024213564e-05
"8","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.7,0.9,3.6399037806399,3.66975324358129,3.6399834104741,0.0298494945254958,0.00617720037610628,-0.0298494629413914,-7.96298341999223e-05
"9","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.6,3.63988671913146,3.59996765603393,3.6399648929155,0.0399190630975332,0.00805820732141211,0.0399190630975332,-7.8173784035362e-05
"10","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.7,3.63988447641712,3.6222052269549,3.63997895957693,0.0178422738640385,0.0073241035828939,0.017679249462229,-9.44831598102004e-05
"11","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.8,3.64003752274269,3.6401017765693,3.6401017765693,0.00648617528016287,0.00648617528016287,-6.4253826612071e-05,-6.42538266120678e-05
"12","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.8,0.9,3.64007449552,3.65459930338986,3.64005452125369,0.0146942728214184,0.00591320362066697,-0.014524807869859,1.99742663138129e-05
"13","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.6,3.6400480244489,3.58178235654016,3.63997310467644,0.0582656679087351,0.00799619241483939,0.0582656679087351,7.4919772457565e-05
"14","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.7,3.63997655696955,3.60538585075174,3.63996676441413,0.0345918034769185,0.00718901888496971,0.0345907062178104,9.79255541225044e-06
"15","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.8,3.63989872544647,3.62444153715127,3.64005023263381,0.0156271693702805,0.00643318895249516,0.015457188295202,-0.000151507187345126
"16","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.6,0.9,0.9,3.63995719555369,3.63995883987024,3.63995883987024,0.00583293618481999,0.00583293618481998,-1.64431654939818e-06,-1.6443165494001e-06
"17","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.6,3.64004718085878,3.65889329262402,3.64007141879032,0.0190277183209904,0.00754380315551576,-0.018846111765245,-2.42379315404948e-05
"18","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.7,3.63992201083843,3.67802075924356,3.63981465351185,0.0380987484051334,0.00692903389515377,-0.0380987484051334,0.000107357326573167
"19","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.8,3.63997027569788,3.6934767073667,3.63998808120053,0.0535064316688243,0.00624960378816152,-0.0535064316688243,-1.78055026575464e-05
"20","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.6,0.9,3.63991910204915,3.70578467797867,3.63989535797403,0.0658655759295197,0.00576780310259737,-0.0658655759295197,2.37440751221698e-05
"21","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.6,3.63992620532624,3.63744860837713,3.63988175031324,0.00757594036811966,0.00735397575126464,0.00247759694910609,4.44550130025689e-05
"22","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.7,3.63994551167312,3.65869598654507,3.63986924213322,0.0187966067060656,0.00656816418168325,-0.0187504748719415,7.62695399072845e-05
"23","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.8,3.64000464222273,3.67565533405474,3.63993876561438,0.0356506918320054,0.00602619463322634,-0.0356506918320054,6.58766083564356e-05
"24","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.7,0.9,3.63996113324593,3.68944994019322,3.64001950229493,0.0494888069472949,0.00542694913744501,-0.0494888069472949,-5.83690489992962e-05
"25","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.8,0.6,3.64008867101663,3.61785169640327,3.64019885798255,0.0222732079490856,0.00722650164652298,0.0222369746133522,-0.000110186965923529
"26","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.8,0.7,3.63987673256669,3.64039810141583,3.63986817314423,0.00640625105123064,0.00642761321846741,-0.000521368849136155,8.55942246455537e-06
"27","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.8,0.8,3.63986263050776,3.65862354152341,3.63979049752778,0.0187816255091204,0.00582365586269974,-0.018760911015647,7.21329799791445e-05
"28","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.8,0.9,3.639906201513,3.67371881314305,3.63993647120812,0.0338126116300527,0.00517453577209133,-0.0338126116300527,-3.02696951223954e-05
"29","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.9,0.6,3.64005463214455,3.59884411469185,3.63990832617361,0.0412105174527068,0.00713879109569731,0.0412105174527068,0.000146305970943572
"30","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.9,0.7,3.64004530010076,3.62338838798402,3.64015004877978,0.016735583860453,0.00627598556651901,0.0166569121167418,-0.000104748679013508
"31","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.9,0.8,3.64007762184022,3.64283117883536,3.64006383935025,0.00599733039622198,0.0056582185940431,-0.00275355699514071,1.37824899661843e-05
"32","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.7,0.9,0.9,3.63989201008785,3.65869197098923,3.63985832521064,0.0188043308677603,0.00506494124376235,-0.0187999609013793,3.36848772150176e-05
"33","norm_norm_norm_neg",0.2,0.8,0.2,0.8,0.6,0.8,0.6,0.6,3.64006747406029,3.67369354956838,3.64000553734251,0.0336260755080842,0.00703987351703405,-0.0336260755080842,6.19367177849417e-05
